decision_similarity,exact_scenario_match,neighbor_seed_id,neighbor_split,overall_similarity,proposal_seed_id,rule_overlap,same_hazard,scenario_similarity,text_similarity
0.175,False,ss_exp_b08_013,train,0.215,ss_exp_b08_017,0.0,True,0.152,0.215
0.213,False,ss_exp_b08_003,train,0.202,ss_exp_b08_017,0.0,False,0.114,0.166
0.145,False,ss_exp_b08_015,train,0.201,ss_exp_b08_017,0.0,True,0.147,0.201
0.113,False,ss_train_exp_b03_013,train,0.194,ss_exp_b08_017,0.0,False,0.132,0.194
0.288,False,ss_exp_b08_009,train,0.284,ss_exp_b08_018,0.25,False,0.207,0.284
0.113,False,ss_exp_b08_010,train,0.196,ss_exp_b08_018,0.0,False,0.132,0.196
0.106,False,ss_exp_b08_001,train,0.192,ss_exp_b08_018,0.0,False,0.135,0.192
0.045,False,ss_exp_b08_015,train,0.189,ss_exp_b08_018,0.0,False,0.103,0.189
0.082,False,ss_exp_b08_005,train,0.188,ss_exp_b08_018,0.0,False,0.099,0.188
0.245,False,ss_train_b06_009,train,0.233,ss_exp_b08_019,0.333,True,0.094,0.155
0.246,False,ss_exp_b08_012,train,0.233,ss_exp_b08_019,0.25,False,0.115,0.173
0.211,False,ss_train_b06_014,train,0.222,ss_exp_b08_019,0.0,True,0.11,0.222
0.167,False,ss_train_b06_011,train,0.199,ss_exp_b08_019,0.333,True,0.123,0.199
0.207,False,ss_exp_b08_018,train,0.197,ss_exp_b08_019,0.25,True,0.111,0.189
0.263,False,ss_exp_b08_018,train,0.254,ss_exp_b08_020,0.0,True,0.167,0.254
0.145,False,ss_exp_b08_009,train,0.212,ss_exp_b08_020,0.0,False,0.103,0.212
0.125,False,ss_train_b06_011,train,0.191,ss_exp_b08_020,0.0,True,0.091,0.191
0.106,False,ss_exp_b08_010,train,0.185,ss_exp_b08_020,0.0,False,0.075,0.185
0.194,False,ss_exp_b08_019,train,0.184,ss_exp_b08_020,0.0,True,0.078,0.177
0.2,False,ss_exp_b08_012,train,0.279,ss_exp_b09_001,0.5,True,0.167,0.279
0.047,False,ss_seed_186,train,0.244,ss_exp_b09_001,0.0,False,0.244,0.193
0.193,False,ss_exp_b08_008,train,0.239,ss_exp_b09_001,0.5,False,0.156,0.239
0.049,False,ss_seed_170,train,0.234,ss_exp_b09_001,0.0,False,0.234,0.165
0.024,False,ss_seed_078,train,0.208,ss_exp_b09_001,0.0,False,0.208,0.136
0.18,False,ss_train_exp_b03_010,train,0.217,ss_exp_b09_002,0.0,True,0.118,0.217
0.123,False,ss_train_exp_b03_007,train,0.209,ss_exp_b09_002,0.0,True,0.209,0.175
0.091,False,ss_train_exp_b03_014,train,0.2,ss_exp_b09_002,0.0,True,0.131,0.2
0.131,False,ss_seed_batch07_003,train,0.199,ss_exp_b09_002,0.0,True,0.119,0.199
0.115,False,ss_train_exp_b03_017,train,0.188,ss_exp_b09_002,0.0,True,0.078,0.188
0.255,False,ss_train_exp_b03_004,train,0.242,ss_exp_b09_003,0.0,False,0.218,0.228
0.179,False,ss_exp_b08_018,train,0.205,ss_exp_b09_003,0.0,True,0.112,0.205
0.214,False,ss_exp_b08_019,train,0.204,ss_exp_b09_003,0.0,True,0.086,0.182
0.1,False,ss_train_b02_006,train,0.201,ss_exp_b09_003,0.0,False,0.141,0.201
0.172,False,ss_exp_b09_002,train,0.194,ss_exp_b09_003,0.0,False,0.134,0.194
0.21,False,ss_exp_b08_015,train,0.302,ss_exp_b09_004,0.25,True,0.153,0.302
0.246,False,ss_exp_b04_001,train,0.234,ss_exp_b09_004,0.0,False,0.154,0.222
0.238,False,ss_exp_b08_001,train,0.226,ss_exp_b09_004,0.0,False,0.114,0.208
0.105,False,ss_train_b06_016,train,0.202,ss_exp_b09_004,0.0,False,0.133,0.202
0.041,False,ss_seed_140,dev,0.201,ss_exp_b09_004,0.0,False,0.068,0.201
0.36,False,ss_exp_b08_009,train,0.342,ss_exp_b09_005,0.5,False,0.284,0.339
0.353,False,ss_exp_b08_018,train,0.335,ss_exp_b09_005,0.25,True,0.106,0.25
0.155,False,ss_exp_b09_003,train,0.215,ss_exp_b09_005,0.0,True,0.141,0.215
0.203,False,ss_train_exp_b03_010,train,0.193,ss_exp_b09_005,0.0,False,0.059,0.121
0.141,False,ss_exp_b08_020,train,0.193,ss_exp_b09_005,0.0,True,0.074,0.193
0.34,False,ss_exp_b08_009,train,0.344,ss_exp_b09_006,0.5,True,0.19,0.344
0.204,False,ss_exp_b08_004,train,0.255,ss_exp_b09_006,0.25,True,0.079,0.255
0.119,False,ss_exp_b08_005,train,0.232,ss_exp_b09_006,0.0,True,0.092,0.232
0.127,False,ss_exp_b04_001,train,0.23,ss_exp_b09_006,0.0,True,0.089,0.23
0.159,False,ss_exp_b08_001,train,0.223,ss_exp_b09_006,0.0,True,0.103,0.223
0.104,False,ss_train_exp_b03_014,train,0.219,ss_exp_b09_007,0.0,True,0.219,0.214
0.121,False,ss_exp_b09_002,train,0.215,ss_exp_b09_007,0.0,True,0.182,0.215
0.143,False,ss_seed_batch07_004,train,0.198,ss_exp_b09_007,0.0,True,0.123,0.198
0.203,False,ss_train_b06_014,train,0.193,ss_exp_b09_007,0.0,False,0.119,0.186
0.164,False,ss_train_exp_b03_005,train,0.19,ss_exp_b09_007,0.0,True,0.11,0.19
0.129,False,ss_exp_b09_006,train,0.25,ss_exp_b09_008,0.0,True,0.241,0.25
0.079,False,ss_exp_b08_005,train,0.238,ss_exp_b09_008,0.0,True,0.092,0.238
0.106,False,ss_exp_b08_008,train,0.225,ss_exp_b09_008,0.0,True,0.138,0.225
0.095,False,ss_exp_b08_009,train,0.223,ss_exp_b09_008,0.0,True,0.146,0.223
0.103,False,ss_exp_b08_001,train,0.216,ss_exp_b09_008,0.0,True,0.116,0.216
0.294,False,ss_exp_b08_012,train,0.279,ss_exp_b09_009,0.5,True,0.151,0.262
0.192,False,ss_exp_b09_001,train,0.275,ss_exp_b09_009,0.5,True,0.1,0.217
0.241,False,ss_exp_b08_019,train,0.24,ss_exp_b09_009,0.0,False,0.097,0.24
0.136,False,ss_exp_b09_002,train,0.223,ss_exp_b09_009,0.0,False,0.181,0.223
0.217,False,ss_train_b06_009,train,0.207,ss_exp_b09_009,0.0,False,0.062,0.125
0.096,False,ss_exp_b09_004,train,0.253,ss_exp_b09_010,0.0,False,0.253,0.229
0.085,False,ss_exp_b09_008,train,0.243,ss_exp_b09_010,0.0,False,0.097,0.243
0.254,False,ss_exp_b09_007,train,0.241,ss_exp_b09_010,0.0,True,0.186,0.238
0.085,False,ss_train_exp_b03_010,train,0.235,ss_exp_b09_010,0.0,True,0.134,0.235
0.116,False,ss_exp_b08_015,train,0.214,ss_exp_b09_010,0.0,False,0.131,0.214
